Tree_label	Lep_family	Lep_accepted_name	PD	Num.families	mpd.obs	mpd.rand.mean	mpd.rand.sd	mpd.obs.rank	mpd.obs.z	mpd.obs.p	mntd.obs	mntd.rand.mean	mntd.rand.sd	mntd.obs.rank	mntd.obs.z	mntd.obs.p	PD.atLeast1source	Num.families.atLeast1source	mpd.obs.atLeast1source	mpd.rand.mean.atLeast1source	mpd.rand.sd.atLeast1source	mpd.obs.rank.atLeast1source	mpd.obs.z.atLeast1source	mpd.obs.p.atLeast1source	mntd.obs.atLeast1source	mntd.rand.mean.atLeast1source	mntd.rand.sd.atLeast1source	mntd.obs.rank.atLeast1source	mntd.obs.z.atLeast1source	mntd.obs.p.atLeast1source																		
BN000182_LEP28822_Hesperiidae_Eudaminae_Phocidini_Bungalotis_astylos	Hesperiidae	Bungalotis astylos	325.050262	1	93.3981	268.1143526	92.12425734	1	-1.896528207	0.01	93.3981	283.1599767	107.3072351	1	-1.768397783	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
SRR7174382_X_Hesperiidae_Eudaminae_Phocidini_Bungalotis_erythus	Hesperiidae	Bungalotis erythus	325.050262	1	120	263.6313774	70.87786984	1	-2.026462953	0.01	120	270.4983701	80.44371164	1	-1.870853135	0.01	325.050262	1	120	275.7708355	107.4442028	2	-1.449783529	0.02	120	265.7320614	83.28134822	2	-1.749876347	0.02																		
BN000189_MY2016HES43_Hesperiidae_Coeliadinae_X_Burara_harisa	Hesperiidae	Burara harisa	567.550842	3	252.1724733	258.3629275	39.55753668	40	-0.156492407	0.4	232.8278333	247.5679284	48.7938406	25	-0.302089258	0.25	567.550842	3	252.1724733	273.7113211	79.23767143	45	-0.271825855	0.45	232.8278333	241.6459276	37.26484032	26	-0.236633089	0.26																		
BN000193_LEP37047_Hesperiidae_Coeliadinae_X_Burara_oedipodea	Hesperiidae	Burara oedipodea	443.6292	2	237.158208	259.5954976	73.24187562	18	-0.306345099	0.18	237.158208	280.9225766	104.9050821	20	-0.417180634	0.2	443.6292	2	237.158208	256.7745834	65.47654533	15	-0.299593928	0.15	237.158208	264.0158607	84.56385163	21	-0.317602051	0.21																		
SRR7174380_X_Hesperiidae_Heteropterinae_Butleriini_Butleria_flavomaculatus	Hesperiidae	Butleria flavomaculatus	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000196_499_Hesperiidae_Eudaminae_Eudamini_Autochton_potrillo	Hesperiidae	Cabares potrillo	325.050576	1	61.1816	261.1467633	59.18779232	1	-3.378486601	0.01	61.1816	267.8856852	80.86386528	1	-2.556198427	0.01	325.050576	1	61.1816	284.0861852	118.3282151	1	-1.883782199	0.01	61.1816	267.4073187	83.82711831	1	-2.460131314	0.01																		
BN000198_566_Hesperiidae_Hesperiinae_Astictopterini_Caenides_dacela	Hesperiidae	Caenides dacela	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	325.050282	1	99.1432	266.1847499	96.44244036	3	-1.732033628	0.03	99.1432	274.82033	99.58683424	2	-1.764059791	0.02																		
BN000202_Rvcoll11K159_Hesperiidae_Tagiadinae_Tagiadini_Calleagris_jamesoni	Hesperiidae	Calleagris jamesoni	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	325.050502	1	192	277.5629072	106.4667294	4	-0.803658642	0.04	192	271.079971	90.55617358	5	-0.873269793	0.05																		
BN000207_144_Hesperiidae_Hesperiinae_Hesperiini_Calpodes_ethlius	Hesperiidae	Calpodes ethlius	465.649832	4	99.210095	266.5826577	61.21445852	1	-2.734199841	0.01	89.4187375	243.4914164	36.91041325	1	-4.174233375	0.01	417.961052	3	98.38766	274.6836535	78.49975559	1	-2.245815826	0.01	87.43253	249.8759215	40.60819961	1	-4.00026086	0.01																		
BN000208_MY2016HES50_Hesperiidae_Hesperiinae_Baorini_Caltoris_cormasa	Hesperiidae	Caltoris cormasa	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN000213_Rvcoll15D054_Hesperiidae_Tagiadinae_Tagiadini_Caprona_pillaana	Hesperiidae	Caprona pillaana	325.050645	1	76.7222	256.3313435	75.02029654	1	-2.394140677	0.01	76.7222	272.2775878	108.5781618	1	-1.80105635	0.01	325.050645	1	76.7222	285.5276107	110.2060807	1	-1.894681395	0.01	76.7222	271.9333311	101.9759357	2.5	-1.914286246	0.025																		
BN000214_LEP50734_Hesperiidae_Pyrginae_Carcharodini_Carcharodus_alceae	Hesperiidae	Carcharodus alceae	443.629704	2	237.158012	261.6266379	73.73700991	20	-0.331836426	0.2	237.158012	276.44337	105.5634996	21	-0.372149068	0.21	443.629704	2	237.158012	278.0048915	97.75479987	13	-0.417850373	0.13	237.158012	288.0796141	126.2912864	22	-0.403207565	0.22																		
BN000218_RVcoll08R211_Hesperiidae_Pyrginae_Carcharodini_Muschampia_lavatherae	Hesperiidae	Carcharodus lavatherae	325.050552	1	142	289.3217293	123.5641318	2	-1.192269368	0.02	142	272.602494	90.67018156	2	-1.440412843	0.02	325.050552	1	142	278.3013642	105.8123051	1	-1.28814285	0.01	142	253.1164519	49.9352336	3	-2.225211417	0.03																		
BN000222_RV04I110_Hesperiidae_Pyrginae_Pyrgini_Carrhenes_canescens	Hesperiidae	Carrhenes canescens	325.050645	1	76.7222	256.3313435	75.02029654	1	-2.394140677	0.01	76.7222	272.2775878	108.5781618	1	-1.80105635	0.01	325.050645	1	76.7222	285.5276107	110.2060807	1	-1.894681395	0.01	76.7222	271.9333311	101.9759357	2.5	-1.914286246	0.025																		
SRR7174471_X_Hesperiidae_Heteropterinae_Heteropterini_Carterocephalus_palaemon	Hesperiidae	Carterocephalus palaemon	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
SRR7174425_X_Hesperiidae_Hesperiinae_Hesperiini_Carystus_phorcus	Hesperiidae	Carystus phorcus	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
SRR9330394_X_Hesperiidae_Tagiadinae_Celaenorrhinini_Celaenorrhinus_aurivittatus	Hesperiidae	Celaenorrhinus aurivittata	325.050562	1	64.188	264.9451671	82.64220963	1	-2.42923281	0.01	64.188	290.2867651	116.8242734	1	-1.935374889	0.01	325.050562	1	64.188	267.4124216	94.49461452	1	-2.150645544	0.01	64.188	289.8787498	131.979747	1	-1.710040782	0.01																		
BN000235_YI16P234_Hesperiidae_Tagiadinae_Celaenorrhinini_Celaenorrhinus_leucocera	Hesperiidae	Celaenorrhinus leucocera	325.049922	1	69.4758	267.8434632	106.2759763	3	-1.866533435	0.03	69.4758	254.6821017	45.77850009	1	-4.04570489	0.01	325.049922	1	69.4758	265.9516329	70.68433248	1	-2.779623518	0.01	69.4758	285.4768077	118.6120086	1	-1.821071999	0.01																		
SRR9330396_X_Hesperiidae_Tagiadinae_Celaenorrhinini_Celaenorrhinus_patula	Hesperiidae	Celaenorrhinus patula	325.049922	1	69.4758	267.8434632	106.2759763	3	-1.866533435	0.03	69.4758	254.6821017	45.77850009	1	-4.04570489	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000244_LEP40084_Hesperiidae_Pyrginae_Pyrgini_Celotes_nessus	Hesperiidae	Celotes nessus	325.050645	1	76.7222	256.3313435	75.02029654	1	-2.394140677	0.01	76.7222	272.2775878	108.5781618	1	-1.80105635	0.01	325.050645	1	76.7222	285.5276107	110.2060807	1	-1.894681395	0.01	76.7222	271.9333311	101.9759357	2.5	-1.914286246	0.025																		
BN000246_121_Hesperiidae_Hesperiinae_Taractrocerini_Cephrenes_augiades	Hesperiidae	Cephrenes augiades	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	325.050282	1	99.1432	266.1847499	96.44244036	3	-1.732033628	0.03	99.1432	274.82033	99.58683424	2	-1.764059791	0.02																		
BN000252_BNSZS00096_Hesperiidae_Hesperiinae_Ceratrichiini_Ceratrichia_phocion	Hesperiidae	Ceratrichia phocion	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
SRR9330382_X_Hesperiidae_Tagiadinae_Netrocorynini_Chaetocneme_critomedia	Hesperiidae	Chaetocneme critomedia	823.622587	5	259.3427698	268.1021393	54.6620456	75	-0.160245914	0.75	242.6957316	242.8274755	41.62902195	61	-0.003164712	0.61	823.622587	5	259.3427698	277.6442763	64.66754587	65	-0.283009139	0.65	242.6957316	246.0685588	45.27362146	59	-0.074498727	0.59																		
SRR7174540_X_Hesperiidae_Eudaminae_Eudamini_Chioides_albofasciatus	Hesperiidae	Chioides albofasciatus	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	325.050502	1	192	277.5629072	106.4667294	4	-0.803658642	0.04	192	271.079971	90.55617358	5	-0.873269793	0.05																		
BN000255_LEP41169_Hesperiidae_Eudaminae_Eudamini_Chioides_catillus	Hesperiidae	Chioides catillus	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	325.050502	1	192	277.5629072	106.4667294	4	-0.803658642	0.04	192	271.079971	90.55617358	5	-0.873269793	0.05																		
BN000256_193_Hesperiidae_Pyrginae_Erynnini_Chiothion_asychis	Hesperiidae	Chiomara asychis	564.571157	3	242.1700833	287.7757576	98.96166629	24	-0.460841819	0.24	236.8709733	256.5322541	63.22577856	33	-0.310969374	0.33	325.050687	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
SRR7174467_X_Hesperiidae_Pyrginae_Erynnini_Chiomara_georgina	Hesperiidae	Chiomara georgina	325.050687	1	102.661	267.3312541	93.25298334	1	-1.765844354	0.01	102.661	261.7012227	107.8940745	4	-1.474040382	0.04	325.050687	1	102.661	248.3203892	24.96633396	2	-5.834232188	0.02	102.661	267.565814	92.10244501	1	-1.790449906	0.01																		
BN007146_LEP80348_Hesperiidae_Pyrginae_Erynnini_Chiomara_mithrax	Hesperiidae	Chiomara mithrax	325.050552	1	142	289.3217293	123.5641318	2	-1.192269368	0.02	142	272.602494	90.67018156	2	-1.440412843	0.02	325.050552	1	142	278.3013642	105.8123051	1	-1.28814285	0.01	142	253.1164519	49.9352336	3	-2.225211417	0.03																		
BN000258_MY201614_Hesperiidae_Coeliadinae_X_Choaspes_benjaminii_japonicus	Hesperiidae	Choaspes benjaminii	325.050662	1	136.383	267.5771089	81.00723472	1	-1.619535704	0.01	136.383	272.3842527	99.76728863	1	-1.363184813	0.01	325.050662	1	136.383	277.8528628	105.8709272	2	-1.336248454	0.02	136.383	276.1507011	97.0496194	1	-1.440167432	0.01																		
BN003741_LEP61324_Hesperiidae_Hesperiinae_Astictopterini_Chondrolepis_niveicornis	Hesperiidae	Chondrolepis niveicornis	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN000261_NC11J017_Hesperiidae_Hesperiinae_Hesperiini_Choranthus_haitensis	Hesperiidae	Choranthus haitensis	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN006527_LEP33738_Hesperiidae_Hesperiinae_Hesperiini_Choranthus_radians	Hesperiidae	Choranthus radians	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN003420_LEP59329_Hesperiidae_Eudaminae_Eudamini_Ectomis_perniciosus	Hesperiidae	Chrysoplectrum perniciosus	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
SRR7174523_X_Hesperiidae_Eudaminae_Eudamini_Ectomis_pervivax	Hesperiidae	Chrysoplectrum pervivax	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN003427_LEP59336_Hesperiidae_Hesperiinae_Hesperiini_Cobalus_calvina	Hesperiidae	Cobalus calvina	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
SRR7174443_X_Hesperiidae_Eudaminae_Eudamini_Codatractus_alcaeus	Hesperiidae	Codatractus alcaeus	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	325.050502	1	192	277.5629072	106.4667294	4	-0.803658642	0.04	192	271.079971	90.55617358	5	-0.873269793	0.05																		
BN000264_LEP40053_Hesperiidae_Eudaminae_Eudamini_Codatractus_arizonensis	Hesperiidae	Codatractus arizonensis	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	325.050502	1	192	277.5629072	106.4667294	4	-0.803658642	0.04	192	271.079971	90.55617358	5	-0.873269793	0.05																		
SRR7174419_X_Hesperiidae_Eudaminae_Eudamini_Lobotractus_valeriana	Hesperiidae	Codatractus valeriana	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
ME12C818_X_Hesperiidae_Coeliadinae_X_Coeliades_forestan_X_ME	Hesperiidae	Coeliades forestan	993.570528	7	233.138138	272.9774404	49.12071389	3	-0.811048929	0.03	217.4947153	232.6601127	35.36953665	38	-0.428770034	0.38	898.65896	6	236.9639209	270.4844017	50.58212383	9	-0.662694213	0.09	223.5129775	239.6422604	31.39971799	28	-0.513676042	0.28																		
SRR9330410_X_Hesperiidae_Coeliadinae_X_Coeliades_ramanatek	Hesperiidae	Coeliades ramanatek	443.630134	2	237.158592	266.8307335	82.00479542	19	-0.361834223	0.19	237.158592	276.1154253	107.1358901	20	-0.363620756	0.2	325.050872	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
SRR7174481_X_Hesperiidae_Eudaminae_Oileidini_Cogia_calchas	Hesperiidae	Cogia calchas	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	325.050502	1	192	277.5629072	106.4667294	4	-0.803658642	0.04	192	271.079971	90.55617358	5	-0.873269793	0.05																		
BN000274_LEP40097_Hesperiidae_Eudaminae_Oileidini_Cogia_hippalus	Hesperiidae	Cogia hippalus	325.050502	1	192	296.7456914	135.4353202	4	-0.773400109	0.04	192	271.8150568	90.00952964	4	-0.886740072	0.04	325.050502	1	192	277.5629072	106.4667294	4	-0.803658642	0.04	192	271.079971	90.55617358	5	-0.873269793	0.05																		
BN005398_LEP53790_Hesperiidae_Hesperiinae_Hesperiini_Conga_chydaea	Hesperiidae	Conga chydaea	325.050952	1	54.2995	261.7736575	72.58295446	1	-2.85844189	0.01	54.2995	254.047525	47.17651196	1	-4.234056668	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000277_LEP40120_Hesperiidae_Hesperiinae_Hesperiini_Copaeodes_aurantiaca	Hesperiidae	Copaeodes aurantiaca	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
BN000280_173_Hesperiidae_Hesperiinae_Hesperiini_Corticea_corticea	Hesperiidae	Corticea corticea	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000282_626_Hesperiidae_Pyrrhopyginae_Pyrrhopygini_Creonpyge_creon	Hesperiidae	Creonpyge creon	325.050262	1	120	263.6313774	70.87786984	1	-2.026462953	0.01	120	270.4983701	80.44371164	1	-1.870853135	0.01	325.050262	1	120	275.7708355	107.4442028	2	-1.449783529	0.02	120	265.7320614	83.28134822	2	-1.749876347	0.02																		
BN005459_AAEW17A011_Hesperiidae_Trapezitinae_X_Croitana_croites	Hesperiidae	Croitana croites	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	325.050732	1	95.4795	288.8657614	112.8639077	1	-1.713446445	0.01	95.4795	264.6336525	83.08030286	1	-2.036031968	0.01																		
SRR7174434_X_Hesperiidae_Pyrrhopyginae_Pyrrhopygini_Croniades_pieria	Hesperiidae	Croniades pieria	325.05054	1	142.4068	273.9012277	107.5704174	1	-1.222403248	0.01	142.4068	259.8004359	73.62548976	2	-1.594470017	0.02	325.05054	1	142.4068	280.9817432	103.7820514	1	-1.335249606	0.01	142.4068	286.930193	118.7646898	3	-1.216888566	0.03																		
BN000288_MY2016HES5_Hesperiidae_Hesperiinae_Astictopterini_Cupitha_purreea	Hesperiidae	Cupitha purreea	448.784415	2	247.469163	260.5410537	72.52051801	45	-0.180250929	0.45	247.469163	269.9099628	91.34480773	46	-0.245671323	0.46	448.784415	2	247.469163	267.5200142	81.37466022	44	-0.246401658	0.44	247.469163	298.6562461	125.9103555	34	-0.406535927	0.34																		
BN000290_LEP41735_Hesperiidae_Pyrginae_Erynnini_Cycloglypha_thrasibulus	Hesperiidae	Cycloglypha thrasibulus	460.962982	2	271.825172	272.6559084	89.51046706	90	-0.009280886	0.9	271.825172	275.1663529	107.1803681	90	-0.031173441	0.9	325.05054	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN005102_06SRNP2006_Hesperiidae_Hesperiinae_Hesperiini_Cynea_cynea	Hesperiidae	Cynea cynea	325.050732	1	95.4795	273.4982106	88.99019118	1	-2.000430702	0.01	95.4795	287.0436336	116.8109605	1	-1.639949991	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000302_LEP40455_Hesperiidae_Tagiadinae_Tagiadini_Daimio_tethys	Hesperiidae	Daimio tethys	558.688518	3	246.2641973	272.3259913	74.46902757	35	-0.349968233	0.35	221.0116293	252.6691588	43.4141986	13	-0.729197602	0.13	558.688518	3	246.2641973	284.9519571	91.28502587	38	-0.423812771	0.38	221.0116293	253.6637058	40.71213267	9	-0.802023237	0.09																		
BN000304_LEP37056_Hesperiidae_Tagiadinae_Tagiadini_Darpa_pteria_dealbata	Hesperiidae	Darpa pteria	325.05054	1	142.4068	273.9012277	107.5704174	1	-1.222403248	0.01	142.4068	259.8004359	73.62548976	2	-1.594470017	0.02	325.05054	1	142.4068	280.9817432	103.7820514	1	-1.335249606	0.01	142.4068	286.930193	118.7646898	3	-1.216888566	0.03																		
BN000306_468_Hesperiidae_Hesperiinae_Hesperiini_Decinea_decinea	Hesperiidae	Decinea decinea	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000309_303_Hesperiidae_Trapezitinae_X_Dispar_compacta	Hesperiidae	Dispar compacta	533.472742	3	215.3488133	262.1612863	61.41122379	5	-0.762278784	0.05	201.4958933	257.0518857	47.24760958	5	-1.175847685	0.05	533.472742	3	215.3488133	275.6663013	74.9394388	4	-0.804883102	0.04	201.4958933	247.8675971	39.66577021	8	-1.16906097	0.08																		
BN000310_455_Hesperiidae_Eudaminae_Entheini_Drephalys_kidonoi	Hesperiidae	Drephalys kidonoi	325.050662	1	92.1087	267.4368523	93.04289886	2	-1.884379727	0.02	92.1087	261.8292095	72.35196476	1	-2.345762275	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN003666_LEP61249_Hesperiidae_Hesperiinae_Hesperiini_Dubiella_dubius	Hesperiidae	Dubiella dubius	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
SRR7174379_X_Hesperiidae_Eudaminae_Phocidini_Dyscophellus_porcius	Hesperiidae	Dyscophellus porcius	325.050651	1	123.7924	272.6642312	91.88160599	2	-1.620257173	0.02	123.7924	279.6619548	101.2440154	1	-1.539543392	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN000312_LEP43443_Hesperiidae_Tagiadinae_Tagiadini_Eagris_sabadius	Hesperiidae	Eagris sabadius	509.226384	3	192.2894793	259.9926928	55.18397242	2	-1.226863717	0.02	176.062146	247.1304755	43.77062128	3	-1.623653661	0.03	509.226384	3	192.2894793	267.8160284	70.86475177	2	-1.065784431	0.02	176.062146	256.5139183	53.37447572	5	-1.507307963	0.05																		
SRR7174365_X_Hesperiidae_Pyrginae_Achlyodini_Eantis_mithridates	Hesperiidae	Eantis mithridates	325.049924	1	118	267.4639094	81.18555277	1	-1.841016096	0.01	118	271.2168973	89.42806658	1	-1.713297661	0.01	325.049924	1	118	266.9930824	82.27109552	1	-1.811001561	0.01	118	295.7632874	130.9161391	1	-1.357840894	0.01																		
08SNRP2335_X_Hesperiidae_Pyrginae_Achlyodini_Eantis_thraso_X_ME	Hesperiidae	Eantis thraso	325.049924	1	118	267.4639094	81.18555277	1	-1.841016096	0.01	118	271.2168973	89.42806658	1	-1.713297661	0.01	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
BN003658_LEP61241_Hesperiidae_Hesperiinae_Hesperiini_Ebusus_ebusus	Hesperiidae	Ebusus ebusus	325.050282	1	99.1432	268.7701696	81.46545073	1	-2.08219519	0.01	99.1432	282.7926664	112.9344683	2	-1.62615957	0.02	325.050282	1	99.1432	266.1847499	96.44244036	3	-1.732033628	0.03	99.1432	274.82033	99.58683424	2	-1.764059791	0.02																		
BN000315_LEP37042_Hesperiidae_Hesperiinae_X_Eetion_elia	Hesperiidae	Eetion elia	325.050667	1	143.8503	286.8117611	110.0941246	1	-1.298538515	0.01	143.8503	262.7878745	80.50552599	3	-1.477383981	0.03	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
SRR9330733_X_Hesperiidae_Pyrrhopyginae_Pyrrhopygini_Microceris_iphinous	Hesperiidae	Elbella iphinous	460.963225	2	271.825215	264.3359528	94.71472892	90	0.079071779	0.9	271.825215	267.7657207	93.45047844	92	0.043440059	0.92	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																		
SRR9330707_X_Hesperiidae_Pyrrhopyginae_Pyrrhopygini_Microceris_patrobas	Hesperiidae	Elbella patrobas	325.050645	1	76.7222	256.3313435	75.02029654	1	-2.394140677	0.01	76.7222	272.2775878	108.5781618	1	-1.80105635	0.01	325.050645	1	76.7222	285.5276107	110.2060807	1	-1.894681395	0.01	76.7222	271.9333311	101.9759357	2.5	-1.914286246	0.025																		
SRR9330731_X_Hesperiidae_Pyrrhopyginae_Pyrrhopygini_Microceris_scylla	Hesperiidae	Elbella scylla	443.6292	2	237.158208	259.5954976	73.24187562	18	-0.306345099	0.18	237.158208	280.9225766	104.9050821	20	-0.417180634	0.2	443.6292	2	237.158208	256.7745834	65.47654533	15	-0.299593928	0.15	237.158208	264.0158607	84.56385163	21	-0.317602051	0.21																		
